LiLaRef	LemLatLST	lemmaLST
lemma/93795	89639(D3C46),6843(c1463)	chlamys,clamis
lemma/93808	90420(D3EFC),6854(c1473)	choicus,coicus
lemma/93810	90507(D3F24),6856(c1475)	cholera,colera
lemma/93826	92921(D45A8),6871(c1489)	chorda,corda
lemma/93827	92932(D45AH),6872(c1490)	chordapsus,cordapsus
lemma/93828	92970(D45D9),6873(c1491)	chordifex,cordifex
lemma/93831	93021(D45G8),6876(c1494)	chorepiscopus,corepiscopus
lemma/93850	94042(D4949),6894(c1510)	chrisma,crisma
lemma/93925	89190(D3ADD),95092(D4CE4),6968(c1575)	ciborium,cimborium,cymborium
lemma/94030	95116(D4CFA),7075(c1666)	cippus,cyppus
lemma/94053	88173(D377H),7096(c1685)	cercius,circius
lemma/94064	89376(D3B66),7106(c1694)	circlus,circulus
lemma/94128	89413(D3B8B),7174(c1757)	circumforaneus,circumforanus
lemma/94154	89388(D3B6E),7203(c1783)	circuitio,circumitio
lemma/94155	89390(D3B6G),7204(c1784)	circuitor,circumitor
lemma/94359	88390(D3828),7399(c1974)	cestifer,cistifer
lemma/94464	89970(D3D79),7505(c2063)	claudus,clodus
lemma/94475	90049(D3DBH),7519(c2074)	claustellum,clustellum
lemma/94478	90001(D3D92),90050(D3DC0),7522(c2077)	claustrum,clostrum,clustrum
lemma/94523	90059(D3DC8),7573(c2121)	clipeo,clypeo
lemma/94527	89878(D3D1A),7576(c2124)	cletellae,clitellae
lemma/94553	90029(D3DAC),7599(c2146)	clunabulum,clunaculum
lemma/94652	147304(D3DF3),147305(DBE63),7710(c2241)	coaxo,quaxo
lemma/94667	88940(D39GF),90156(D3E0A),90181(D3E1E),7724(c2253)	chochlear,cochlear,cochleare,coclear
lemma/94669	90154(D3E0C),90177(D3E1H),90185(D3E23),7727(c2255)	cochlearium,coclearium,cocliarium
lemma/94670	90182(D3E22),7730(c2256)	cochleatus,cocleatus
lemma/94681	89216(D3AF4),95100(D4CEC),7761(c2267)	cimiterium,coemeterium,cymiterium
lemma/94751	89005(D3A2B),93334(D46FH),7844(c2335)	chors,cohors,cors
lemma/94797	92022(D426D),7890(c2374)	collactaneus,conlactaneus
lemma/94812	92026(D4271),7905(c2385)	collator,conlator
lemma/94890	150082(D427G),7988(c2457)	collumino,conlumino
lemma/94894	92040(D427H),7992(c2461)	collusio,conlusio
lemma/94910	90696(D3FCG),43560(c2476)	collirida,collyrida
lemma/94963	90457(D3G1A),7632(c2520)	co"lum,colum
lemma/94966	90809(D3G22),8057(c2522)	columbar,columbare
lemma/95015	151108(D4060),8108(c2563)	combino,conbino
lemma/95036	90925(D3G9C),8133(c2583)	comisator,comissator
lemma/95045	147317(D3GC1),8144(c2592)	comitio,comitior
lemma/95052	90935(D3GA6),8148(c2595)	comito,comitor
lemma/95120	91068(D3H03),8214(c2656)	commento,commentor
lemma/95125	91084(D3H0F),8219(c2661)	commerchium,commercium
lemma/95191	91221(D3H99),8390(c2718)	compactum,compectum
lemma/95339	147328(D3HGE),8444(c2854)	complecto,complector
lemma/95365	92072(D42A4),8473(c2879)	compluuium,conpluuium
lemma/95420	91382(D401E),8543(c2934)	compotus,computus
lemma/95489	91468(D4061),8615(c2998)	conca,concha
lemma/95492	91540(D40A6),8618(c3001)	conchicla,concicla
lemma/95495	91625(D40FG),8621(c3004)	conchula,concula
lemma/95668	91704(D412D),91705(D412E),91706(D412F),91707(D412G),91708(D412H),91709(D4130),91710(D4131),91711(D4132),8794(c3168)	condi'tio,conditio
lemma/95693	91762(D415G),8841(c3188)	conducticius,conductitius
lemma/95699	91688(D4123),8856(c3194)	condilus,condylus
lemma/95705	91690(D4120),8855(c3200)	condiloma,condyloma
lemma/95707	92052(D428D),8858(c3202)	conexio,connexio
lemma/95724	87290(D3494),6128(c3218)	catafractes,cataphracta
lemma/95956	152775(D4249),9120(c3440)	coniero,coniuro
lemma/95972	150892(D42AC),9140(c3456)	conquaero,conquiro
lemma/96008	150678(D42D9),147364(D42EH),9181(c3489)	consacro,consecro
lemma/96062	147368(D431B),9251(c3540)	consimilo,consimulo
lemma/96068	92177(D42HB),9257(c3546)	consicio,consitio
lemma/96096	147370(D4331),9283(c3569)	consolo,consolor
lemma/96120	147372(D434F),9309(c3590)	conspico,conspicor
lemma/96301	91563(D40BE),91615(D40F6),9513(c3759)	concio,conctio,contio
lemma/96305	91565(D40BG),9517(c3763)	concionarius,contionarius
lemma/96389	92591(D447H),9598(c3839)	contumelia,contumia
lemma/96491	92687(D44EC),9705(c3935)	conuoluolus,conuoluulus
lemma/96542	90165(D3E13),9762(c3983)	cocinarius,coquinarius
lemma/96550	90112(D3DH8),151310(DBF24),9771(c3991)	coco,coquo,quoquo
lemma/96551	90111(D3E50),9772(c3992)	cocus,coquus
lemma/96564	92858(D4570),9785(c4003)	corallium,corallum
lemma/96582	92968(D45D7),9802(c4019)	cordacitus,cordicitus
lemma/96589	92997(D45F2),9810(c4026)	cordula,cordyla
lemma/96630	93140(D4654),9852(c4061)	cornipeta,cornupeta
lemma/96642	89002(D3A28),93088(D4629),9863(c4068)	chorona,corna,corona
lemma/96684	92100(D42CF),9907(c4108)	conreus,correus
lemma/96700	151858(D42D2),9924(c4124)	conrogo,corrogo
lemma/96701	151812(D42D3),9925(c4125)	conrotundo,corrotundo
lemma/96732	92836(D471H),7635(c4156)	co'rus,corus
lemma/96747	93058(D460D),9970(c4170)	coriletum,coryletum
lemma/96757	93076(D461F),9980(c4180)	coriza,coryza
lemma/96758	93498(D47B4),93497(D47B5),9981(c4181)	cos,cotis
lemma/96761	93409(D4738),9985(c4184)	cosmicos,cosmicus
lemma/96764	93406(D473C),9990(c4185)	cosmos,cosmus
lemma/96782	93536(D47A2),10002(c4201)	cotho,cothon
lemma/96786	93577(D47CG),10006(c4205)	cothurnus,coturnus
lemma/96794	93532(D479G),93548(D47AG),10019(c4213)	cothidie,cotidie,cottidie
lemma/96804	93603(D47EB),10025(c4222)	couinnus,couinus
lemma/96951	147412(D4929),10173(c4354)	crimino,criminor
lemma/96965	94056(D4956),10188(c4367)	criso,crisso
lemma/97005	90188(D3E28),10229(c4403)	cocodrillus,crocodilus
lemma/97080	94032(D4940),94264(D49HG),107430(D73E0),107582(D744H),10303(c4471)	cripta,crupta,crypta,gripta,grypta
lemma/97094	94359(D4A5E),10318(c4483)	cubicularius,cubuclarius
lemma/97111	147425(D4A6G),10336(c4496)	cuccubio,cucubio
lemma/97164	90833(D3G3E),8048(c4546)	colostrum,colustrum
lemma/97165	90540(D3F43),94499(D4ADG),10389(c4547)	colina,culina,culna
lemma/97212	89211(D3AF1),90924(D3G99),10435(c4588)	ciminum,cominum,cuminum
lemma/97240	92382(D43C4),10462(c4614)	contatio,cunctatio
lemma/97248	147430(D4B2C),9527(c4622),10470(c4622)	contor,cunctor
lemma/97267	94637(D4B3B),10485(c4637)	cunela,cunila
lemma/97273	92042(D4299),94603(D4B55),10492(c4643)	connus,cunnus,cunus
lemma/97275	94698(D4B7H),10494(c4645)	cupa,cuppa
lemma/97293	94668(D4B6B),10510(c4662)	cupes,cuppes
lemma/97299	94707(D4B88),10517(c4668)	cuppula,cupula
lemma/97325	90050(D3DC0),10300(c4690)	clustrum,crustulum
lemma/97341	93617(D47F7),33592(c4706),9858(c4706),10549(c4706)	coro,couro,curo,quro
lemma/97401	93498(D47B4),93497(D47B5),10612(c4762)	cotis,cutis
lemma/97421	89125(D3A9D),10632(c4779)	ciclas,cyclas
lemma/97423	89123(D3A9G),10634(c4781)	ciclus,cyclus
lemma/97437	94566(D4B00),10648(c4795)	cuma,cyma
lemma/97500	94709(D4B8B),10703(c4852)	cuprum,cyprum
lemma/97556	90051(D3DC2),7524(c7059)	clausura,clusura
lemma/97599	92073(D42A5),8494(c7889)	compotrix,conpotrix
lemma/97603	90154(D3E0C),90177(D3E1H),90185(D3E23),7728(c7934)	cochlearium,coclearium,cocliarium
lemma/97604	94709(D4B8B),10704(c7935)	cuprum,cyprum
lemma/97615	84640(D2DEC),6716(c8338)	calcitis,chalcitis
lemma/97622	87826(D36AA),5262(c9105)	caelum,celum
lemma/97675	87841(D365A),5240(c9834)	caelatum,celatum
lemma/97680	106870(D71G8),9811(c9838)	corgo,gorgo
lemma/97682	91704(D412D),91705(D412E),91706(D412F),91707(D412G),91708(D412H),91709(D4130),91710(D4131),91711(D4132),8790(c9856)	condi"tio,conditio
lemma/97720	91697(D413D),8796(c9891)	condi'tum,conditum
lemma/97721	91701(D413F),91702(D413G),8797(c9891)	condi'tus,conditus
lemma/97722	91697(D413D),8792(c9892)	condi"tum,conditum
lemma/97723	91701(D413F),91702(D413G),8793(c9892)	condi"tus,conditus
lemma/97748	50185(13787),5442(c9912)	callaecus,callaicus
lemma/97751	88344(D37HC),88820(D39A1),5293(c9913)	caesa,cesa,chesa
lemma/97799	92056(D428H),9096(c9957)	coniuentia,conniuentia
lemma/97841	89384(D3B71),7205(c9989)	circuitus,circumitus
lemma/97855	96456(D50F2),12022(d0000)	dexter,dextimus
lemma/97858	96461(D50F3),12023(d0003)	dextera,dextra
lemma/97957	95382(D4DDE),10805(d0095)	debaccho,debacchor
lemma/97965	95394(D4DF2),10813(d0103)	debil,debilis
lemma/98024	95463(D4E32),10858(d0156)	decem-primus,decemprimus
lemma/98034	97571(D5552),12963(d0165)	domina,domna
lemma/98048	147466(D4E26),10891(d0178)	decarpo,decerpo
lemma/98059	95496(D4E5A),10902(d0188)	deci'do,decido
lemma/98060	95496(D4E5A),10901(d0189)	deci"do,decido
lemma/98084	97572(D555C),12978(d0210)	dominus,domnus
lemma/98169	95589(D4EDB),11017(d0286)	decusatim,decussatim
lemma/98182	97578(D555A),12976(d0298)	dominula,domnula
lemma/98183	97579(D555B),12977(d0299)	dominulus,domnulus
lemma/98200	95603(D4EF2),11042(d0313)	dedigno,dedignor
lemma/98211	95611(D4EFC),11054(d0324)	deduccio,deductio
lemma/98222	147493(D4EH8),11064(d0333)	defaeco,defeco
lemma/98380	152107(D4FC9),149799(D4FE6),11231(d0484)	deiero,deiuro
lemma/98490	95831(D4FG7),11354(d0583)	delerus,delirus
lemma/98557	147545(D4G6G),11418(d0644)	demolio,demolior
lemma/98636	96011(D4GBD),11502(d0719)	dentarpaga,dentharpaga
lemma/98676	147557(D4GEC),147558(D4GED),11538(d0759)	depa"lo,depalo
lemma/98744	147570(D4H08),11613(d0824)	depopulo,depopulor
lemma/98781	147573(D4H28),11646(d0856)	deprehendo,deprendo
lemma/98786	150878(D4H27),11653(d0861)	deprecio,depretio
lemma/98801	96124(D4H44),11669(d0876)	depugis,depygis
lemma/98808	147557(D4GEC),147558(D4GED),11539(d0882)	depa'lo,depalo
lemma/99088	97226(D5424),11973(d1152)	deuerticulum,diuerticulum
lemma/99139	95566(D4EC2),10907(d1200)	decimanus,decumanus
lemma/99187	88394(D382D),96669(D51A0),146795(DED00),12071(d1245)	ceta,diaeta,dieta,zeta
lemma/99280	96612(D5161),12165(d1329)	dica,dicha
lemma/99542	98122(D572A),12419(d1651)	diploma,duploma
lemma/99579	147648(D53BE),12458(d1684)	dirumpo,disrumpo
lemma/99673	96968(D52EB),12564(d1778)	dischus,discus
lemma/99702	147683(D5362),12593(d1806)	dispalo,dispalor
lemma/99762	97135(D53CD),12664(d1863)	dissaeptum,disseptum
lemma/99767	152088(D5288),12660(d1868)	diraro,disraro
lemma/99810	147699(D53D8),12704(d1910)	dissimilo,dissimulo
