LiLaRef	LemLatLST	lemmaLST
lemma/126079	141790(DDDH3),141793(DDDH7),37937(s2839)	stipula,stupla,stupula
lemma/126224	142567(DDGCA),38461(s2979)	submitto,summitto
lemma/126226	148714(DDGCC),38463(s2981)	submoneo,summoneo
lemma/126291	142976(DE03E),38531(s3045)	subrectio,surrectio
lemma/126307	149360(DE040),39377(s3061)	surgo,surrigo
lemma/126315	150257(DE042),38557(s3069)	subrogo,surrogo
lemma/126337	142132(DDF35),38579(s3091)	subsanium,subsannium
lemma/126357	142155(DDF4F),38599(s3111)	subsequus,subsicuus
lemma/126418	142217(DDF88),38671(s3172)	subtegmen,subtemen
lemma/126487	142281(DDFCD),38750(s3240)	subuilicus,subuillicus
lemma/126489	142027(DDEE7),38752(s3242)	subla,subula
lemma/126531	141920(DDE73),38796(s3284)	subcingulum,succingulum
lemma/126591	150447(DDEA5),38859(s3341)	subfarcino,suffarcino
lemma/126639	141974(DDEAE),38913(s3388)	subfugium,suffugium
lemma/126645	149652(DDEAF),38920(s3394)	subfumo,suffumo
lemma/126654	142467(DDG62),38929(s3403)	suggessio,suggestio
lemma/126659	141979(DDEB3),38936(s3408)	subgrunda,suggrunda
lemma/126713	142612(DDGEH),39559(s3458)	suntonator,syntonator
lemma/126766	142307(DDFGE),38835(s3509)	succus,sucus
lemma/126886	142746(DDH63),39164(s3625)	superlimen,superliminare
lemma/127011	149149(DDF13),39293(s3748)	subpedito,suppedito
lemma/127033	142879(DDHEH),39315(s3769)	supplicamentum,suppliciamentum
lemma/127041	139348(DD5G0),39323(s3777)	sipo,suppo
lemma/127045	142889(DDHG1),39327(s3781)	suppositicius,supposititius
lemma/127084	148771(DE01G),39366(s3819)	surclo,surculo
lemma/127099	112911(D85A7),39379(s3832)	iusum,sursum
lemma/127131	143026(DE077),39412(s3863)	suspicio,suspitio
lemma/127191	152297(DD550),39479(s3920)	sillogizo,syllogizo
lemma/127193	139198(DD568),143112(DE0CD),39480(s3921)	simbola,symbola
lemma/127228	143144(DE0EA),39512(s3952)	syncopa,syncope
lemma/127230	139284(DD5BB),39513(s3954)	sincopo,syncopo
lemma/127247	138354(DD2CD),35300(s3970)	saeptus,septus
lemma/127248	138349(DD2C8),35298(s3971)	saeptum,septum
lemma/127352	140921(DDB28),37785(s7364)	stagnum,stannum
lemma/127392	135275(DCA6F),35211(s9014)	sablo,sabulo
lemma/127433	142713(DDH42),38997(s9933)	superabundantia,superhabundantia
lemma/127437	137281(DCH0A),137282(DCH0B),35951(s9937)	sco"pa,scopa
lemma/127442	140318(DD923),140319(DD924),37482(s9941)	spe"cula,specula
lemma/127496	142975(DE03F),38535(s9984)	subrectus,surrectus
lemma/127523	153073(DED95),39596(t0009)	tabernaclarius,tabernacularius
lemma/127562	153809(DEFFA),39639(t0042)	taeda,teda
lemma/127570	154048(DEGBC),39647(t0049)	taenia,tenia
lemma/127594	153278(DEE32),39674(t0072)	tala,talla
lemma/127673	153725(DEFAF),39746(t0145)	taura,taurea
lemma/127725	153818(DEFG2),153827(DEFGB),39802(t0194)	tegenarius,tegetarius,tegitarius
lemma/127763	153893(DEG2A),153894(DEG2B),39780(t0232)	te"mo,temo
lemma/127792	154088(DEGE3),39873(t0260)	temptatio,tentatio
lemma/127807	153992(DEG89),39889(t0275)	tenebra,tenebrae
lemma/127834	154701(DF0E0),39915(t0300)	tensa,thensa
lemma/127838	154096(DEGEB),39919(t0304)	tensio,tentio
lemma/127862	156281(DF5G2),40915(t0326)	tribla,tribula
lemma/127912	154131(DEGGB),40004(t0372)	tera,terra
lemma/127991	154486(DF01A),40087(t0445)	testifico,testificor
lemma/127997	154500(DF00D),40093(t0450)	testo,testor
lemma/128001	68421(84000),41378(t0453)	thurinus,turinus
lemma/128011	155638(DF3E1),39595(t0462)	taberna,trabena
lemma/128044	154542(DF04D),40139(t0491)	tetrarcha,tetrarches
lemma/128090	153553(DEF12),40190(t0534)	tapsia,thapsia
lemma/128232	157155(DF8D7),40334(t0667)	tibia,tybia
lemma/128257	157162(DF8DE),40356(t0689)	tilia,tylia
lemma/128281	155043(DF1F7),40383(t0711)	tineosus,tiniosus
lemma/128294	155064(DF1GC),40399(t0723)	tintinabulum,tintinnabulum
lemma/128310	157221(DF8H3),40416(t0737)	tisana,tysana
lemma/128311	130593(DBB52),40417(t0738)	ptisanarium,tisanarium
lemma/128342	155355(DF2FC),40452(t0767)	tofus,tophus
lemma/128386	157108(DF8AB),40501(t0809)	tonsillae,tusillae
lemma/128413	155367(DF2G6),40531(t0831)	toral,torale
lemma/128464	155506(DF368),40587(t0874)	torsor,tortor
lemma/128494	155094(DF205),41461(t0901)	tirannus,tyrannus
lemma/128496	155640(DF3E3),155643(DF3E6),40618(t0903)	trabes,trabis,trabs
lemma/128528	155762(DF435),40657(t0935)	tragelaphos,tragelaphus
lemma/128548	155777(DF442),40676(t0952)	traha,trahea
lemma/128666	155842(DF47E),40802(t1068)	tranato,transnato
lemma/128704	156044(DF51H),40840(t1105)	transuersarius,trauersarius
lemma/128712	155958(DF4EH),40848(t1113)	transsumo,transumo
lemma/128778	156301(DF5H7),40910(t1170)	tribolus,tribulus
lemma/128825	156397(DF652),40960(t1212)	triciens,trigies
lemma/128840	156349(DF60C),40971(t1223)	trico,tricor
lemma/128964	156469(DF699),41092(t1332)	tripeccia,tripetia
lemma/128986	156465(DF693),41115(t1354)	tripedo,tripodo
lemma/128993	156485(DF6A9),41122(t1361)	tripodio,tripudio
lemma/129012	156450(DF688),41140(t1380)	trinso,trisso
lemma/129071	156605(DF6H8),41203(t1433)	trochiscus,trociscus
lemma/129072	156607(DF6HB),41204(t1434)	trochlea,troclea
lemma/129091	156717(DF75G),41225(t1453)	trucilo,truculo
lemma/129099	156724(DF765),41233(t1460)	truella,trulla
lemma/129121	156704(DF753),41249(t1475)	trublium,tryblium
lemma/129182	156839(DF7CG),41283(t1707)	tuccetum,tucetum
lemma/129192	153844(DEFHB),41291(t1715)	tegurium,tugurium
lemma/129217	156923(DF7HF),41316(t1738)	tumultuo,tumultuor
lemma/129240	156971(DF82D),41340(t1760)	turbela,turbella
lemma/129263	154872(DF15B),41363(t1782)	thureus,tureus
lemma/129268	154876(DF15F),156954(DF81D),41369(t1787)	thuribulum,turabulum,turibulum
lemma/129271	154882(DF164),41372(t1790)	thurificatio,turificatio
lemma/129273	154884(DF162),41375(t1792)	thurifico,turifico
lemma/129281	157056(DF87A),41384(t1801)	turpedo,turpido
lemma/129297	157098(DF8A1),41400(t1818)	turturella,turturilla
lemma/129315	157128(DF8BG),41420(t1837)	tutela,tutella
lemma/129322	157135(DF8B8),41427(t1843)	tuto,tutor
lemma/129341	154991(DF1C9),41447(t1862)	timpanum,tympanum
lemma/129430	153893(DEG2A),153894(DEG2B),39781(t9932)	te'mo,temo
lemma/129458	79347(D1E8D),41469(u0003)	baccha,uacca
lemma/129494	148791(DE18E),41506(u0037)	uagito,uagitor
lemma/129512	143433(DE1E3),41526(u0053)	ualetudo,ualitudo
lemma/129531	79645(D1F8G),41544(u0069)	balba,ualua
lemma/129633	148796(DE2DF),41645(u0160)	uaticino,uaticinor
lemma/129635	80637(D20D0),41647(u0162)	batillum,uatillum
lemma/129654	143321(DE170),41674(u0179)	uaecordia,uecordia
lemma/129681	143817(DE311),41694(u0206)	uectarius,uecturarius
lemma/129718	149468(DE373),41738(u0238)	uelito,uelitor
lemma/129735	143323(DE171),41757(u0255)	uaenaliciarius,uenaliciarius
lemma/129740	143322(DE172),41761(u0257)	uaenalis,uenalis
lemma/129759	81017(D2202),81018(D2203),41784(u0276)	beneficium,ueneficium
lemma/129818	144105(DE405),41844(u0326)	uentriosus,uentrosus
lemma/129868	145135(DE78B),41909(u0373)	uergobretus,uirgobretus
lemma/129915	144314(DE4D9),41957(u0414)	uerres,uerris
lemma/129944	144364(DE4G4),41988(u0440)	uersum,uersus
lemma/129951	145765(DE9B7),41996(u0446)	uertex,uortex
lemma/129952	145762(DE9B5),41987(u0447)	uersura,uorsura
lemma/129961	148812(DE4HC),42006(u0454)	uerticinor,uertiginor
lemma/129968	144370(DE4G9),42012(u0460)	uertagus,uertragus
lemma/129970	144117(DE51C),41673(u0462)	ue'rum,uerum
lemma/129975	144136(DE425),42021(u0466)	uerbella,ueruella
lemma/129976	81089(D223A),144134(DE42E),144145(DE435),42022(u0467)	berbix,uerbex,uerbix,ueruex
lemma/130065	149247(DE58C),145779(DE9C4),42118(u0539)	uetho,ueto,uoto
lemma/130172	144787(DE65C),42254(u0634)	uidubium,uiduuium
lemma/130202	143918(DE376),42288(u0662)	uella,uilla
lemma/130211	143919(DE37F),42294(u0671)	uellus,uillus
lemma/130251	143983(DE3B8),42339(u0706)	uendicium,uindicium
lemma/130252	148821(DE3B5),42340(u0707)	uendico,uindico
lemma/130259	145033(DE729),42346(u0714)	uineola,uiniola
lemma/130302	145092(DE75F),145090(DE75H),42393(u0752)	uiracius,uiratius,uiratus
lemma/130355	144304(DE4CA),145190(DE7BH),145191(DE7C0),42150(u0799)	uerosus,ui'rosus,uirosus
lemma/130388	81688(D2430),81689(D2431),42474(u0830)	bispellio,bispello,uispillo
lemma/130434	144816(DE675),42521(u0873)	uietor,uitor
lemma/130440	145323(DE826),42526(u0879)	uitrearius,uitriarius
lemma/130486	109510(D7ACA),42577(u0922)	hulcus,ulcus
lemma/130521	74193(D0E9C),42614(u0956)	alucus,ulucus
lemma/130531	145445(DE89H),42625(u0966)	umbilicus,umblicus
lemma/130532	74456(D0F7C),42626(u0967)	ambo,umbo
lemma/130548	109530(D7ADD),42643(u0982)	humecto,umecto
lemma/130549	109529(D7ADF),42644(u0983)	humectus,umectus
lemma/130554	109536(D7AE0),42647(u0986)	humerale,umerale
lemma/130555	109537(D7AE1),42648(u0987)	humerulus,umerulus
lemma/130559	148059(D7AE4),42651(u0991)	humido,umido
lemma/130566	149465(D7AE5),42658(u0997)	humigo,umigo
lemma/130568	109552(D7AF5),42660(u0999)	humorosus,umorosus
lemma/130569	145589(DE911),42661(u1000)	umquam,unquam
lemma/130602	145498(DE8D6),42699(u1030)	undacio,undatio
lemma/130657	145515(DE917),42761(u1085)	unguis,unx
lemma/130686	145557(DE8H2),41464(u1112)	u"nio,unio
lemma/130688	145561(DE8H6),42792(u1114)	unipecius,unipetius
lemma/130725	145624(DE930),42836(u1148)	uocifero,uociferor
lemma/130735	145675(DE961),42847(u1158)	uolaemum,uolemum
lemma/130737	145670(DE956),42848(u1159)	uolatica,uolaticha
lemma/130748	146062(DEAC0),42866(u1170)	uolpio,uulpio
lemma/130749	146064(DEAC1),42868(u1171)	uolsella,uulsella
lemma/130811	145816(DE9EB),42934(u1232)	uranoscopos,uranoscopus
lemma/130837	145849(DE9GF),42966(u1257)	urino,urinor
lemma/130840	123284(DA493),42969(u1260)	orna,urna
lemma/130874	145155(DE798),42427(u1290)	uiridarium,uiridiarium
lemma/130951	144896(DE6C5),42282(u1360)	uilicus,uillicus
lemma/130991	145536(DE8FD),42665(u1400)	unanimis,unianimis
lemma/130998	145554(DE8H3),42815(u1407)	unioculus,unoculus
lemma/131032	144117(DE51C),41672(u8133)	ue"rum,uerum
lemma/131081	144671(DE5GA),42141(u9580)	ui"catim,uicatim
lemma/131082	144671(DE5GA),42146(u9581)	ui'catim,uicatim
lemma/131092	144918(DE6DA),42301(u9735)	uinacea,uinacia
lemma/131103	145557(DE8H2),41465(u9888)	u'nio,unio
lemma/131124	145695(DE973),43102(u9977)	uolsura,uulsura
lemma/131148	144304(DE4CA),145190(DE7BH),145191(DE7C0),42145(u9999)	uerosus,ui"rosus,uirosus
lemma/131186	146743(DED08),43156(z0002)	zaeus,zeus
lemma/131215	149040(DED29),43180(z0026)	zinzilo,zinzulo
lemma/131217	152332(DED27),43182(z0028)	zinzio,zinzito
lemma/131228	139877(DD7BG),43191(z0035)	sona,zona
lemma/132261	153833(DEFGH),154940(DF19A),157160(DF8DC)	tegorium,tigurium,tygurium
lemma/132279	153276(DEE30),153778(DEFDF),153851(DEG01)	taisia,taysia,teisia
lemma/133044	154617(DF094),154649(DF0B2)	thainus,thaynus
lemma/133219	154791(DF112),40309(t0645)	thimiamaterium,thymiamaterium
lemma/133220	154792(DF113),154982(DF1C0),157171(DF8E6)	thimonus,timonus,tymonus
lemma/133229	154801(DF11C),155107(DF218),157216(DF8GG)	thiriaca,tiriaca,tyriaca
lemma/133234	154806(DF11H),154901(DF175),155165(DF24B),157224(DF8H6)	thiuphadus,thyuphadus,tiuphadus,tyuphadus
lemma/133284	154849(DF146),154856(DF14D)	thrimsa,thrymsa
lemma/133327	154804(DF11F),154899(DF173)	thisiasterium,thysiasterium
lemma/133407	154979(DF1BF),157170(DF8E5)	timonagium,tymonagium
lemma/133420	154992(DF1CA),157185(DF8F3)	timpora,tympora
lemma/134239	155809(DF460),156066(DF535)	traino,trayno
lemma/134690	156259(DF5EC),156370(DF637)	triaen,trien
lemma/135058	156627(DF70E),156696(DF74D)	troillium,troyllium
lemma/135232	156730(DF76C),156801(DF7AB)	truia,truya
lemma/135637	155093(DF204),157206(DF8G6)	tirannia,tyrannia
lemma/141581	85714(D2H5C),85715(D2H5D),85716(D2H5E),85717(D2H5F),85718(D2H5G),85719(D2H5H),85720(D2H60),85721(D2H61),85722(D2H62),85723(D2H63),85724(D2H64),88541(D38BB)	capella,chapella
lemma/142798	151329(D8747),150794(D8B21)	laeti,leti
lemma/142833	150289(D759D),150248(D85AB)	guti,iuti
lemma/26327	70712(D018E),70720(D0196)	abreiscep,abreyscep
lemma/26448	70500(D0228),76359(D141A)	absus,apsus
lemma/26478	70586(D00HD),70895(D024D)	abissalis,abyssalis
lemma/26509	70936(D026F),71286(D03B7)	acaptator,achaptator
lemma/26524	70948(D027B),70950(D027E)	acatapanus,acathapanus
lemma/26802	70911(D0258),71278(D03AG)	acaliculus,achaliculus
lemma/26809	70935(D026D),71285(D03B5)	acaptamentum,achaptamentum
lemma/26810	70930(D026E),71287(D03B6)	acapto,achapto
lemma/26821	70945(D0280),71295(D03C2)	acatus,achatus
lemma/27081	71621(D04E1),71663(D04GF)	acuidamentum,acuydamentum
lemma/27082	151805(D04E2),149121(D04GG)	acuido,acuydo
lemma/27117	71377(D03GC),71664(D04H0)	aciralis,acyralis
lemma/27118	71383(D03H2),71665(D04H1)	acisterium,acysterium
lemma/27188	71002(D02B0),71747(D0542)	accensa,adcensa
lemma/27287	149920(D05B9),72765(D09AA)	adgrauor,aggrauor
lemma/27515	72024(D06C1),76307(D13F6)	adprisio,apprisio
lemma/27581	72087(D06H9),78235(D1AA0)	adstantia,astantia
lemma/27703	72240(D07A6),98335(D57FE)	aedificamentum,edificamentum
lemma/27717	72262(D07BF),98469(D5883)	aegilopa,egilopa
lemma/27791	72368(D080H),99562(D5C61),99673(D5CCH),100360(D5F4D),100403(D5F8D)	aescaeta,escaeta,escheta,excaeta,exchaeta
lemma/27870	72440(D0856),72464(D0871)	affaitamentum,affaytamentum
lemma/27961	150306(D05AA),72560(D08E7)	adforo,afforo
lemma/27986	72578(D08G1),72579(D08G3)	affranchisamentum,affrancisamentum
lemma/28014	72601(D08HB),72602(D08HE)	affrontacio,affrontatio
lemma/28296	72899(D0A18),72920(D0A2H)	agrairalis,agrayralis
lemma/28486	73083(D0AD1),79200(D1E0B)	aisamentum,aysamentum
lemma/28492	72377(D0819),73093(D0ADA),99934(D5DAG)	aessella,aissella,essella
lemma/28557	73177(D0B06),73172(D0B0D)	alaphus,alapus
lemma/28711	73354(D0BB5),73363(D0BBG)	alcaidaria,alcaydaria
lemma/28731	73377(D0BCE),73386(D0BD5)	alchia,alcia
lemma/28802	73426(D0BFB),73468(D0C03)	aleia,aleya
lemma/29037	73728(D0CFD),73764(D0D09)	alleia,alleya
lemma/29041	73731(D0CFH),73736(D0CG0)	alleluia,alleluya
lemma/29043	73732(D0CG2),73737(D0CG3)	alleluiarium,alleluyarium
lemma/29081	71888(D060B),73775(D0D14)	adlicula,allicula
lemma/29200	73908(D0D99),73909(D0D9A)	almarchia,almarcia
lemma/29307	74019(D0DG0),74014(D0DG4)	alophus,alopus
lemma/29344	74063(D0E0D),74075(D0E19)	alphita,alpita
lemma/29940	74769(D0G9F),74802(D0GBF)	amphibalus,ampibalus
lemma/29964	74799(D0GBA),74834(D0GDG)	amphorisma,amporisma
lemma/30149	75019(D0H67),75029(D0H71)	anceria,ancheria
lemma/30153	75002(D0H5B),75025(D0H6D)	anca,ancha
lemma/30417	148861(D107G),148887(D107G)	animadduco,animaduco
lemma/30676	75652(D119F),75807(D1212)	anthropomorfeon,antropomorfeon
lemma/30701	75646(D1197),75681(D11B9)	anthicorium,anticorium
lemma/30811	75812(D1218),75813(D1219)	antrussio,antrustio
lemma/30816	75655(D11A1),75731(D11E9),75817(D121F)	anthypatus,antipatus,antyphatus
lemma/31138	72014(D06AH),76215(D138D)	adpensa,appensa
lemma/31173	151679(D06B8),147133(D13B8)	adpodio,appodio
lemma/31305	76407(D1446),76445(D146B)	aquairolium,aquayrolium
lemma/31404	146993(D06CH),76525(D14BF),152560(D16AE)	adramio,aramio,arhamio
lemma/31500	76673(D1521),76717(D154E)	arcaragium,archaragium
lemma/31504	76670(D1526),76715(D154G)	arcarium,archarium
lemma/31518	76691(D1538),76724(D1555)	arcellus,archellus
lemma/31531	76665(D151E),76711(D154A)	arcagium,archagium
lemma/31665	76859(D15D7),76908(D15G6)	archisterium,arcisterium
lemma/31685	76885(D15EH),76917(D15GG)	archonium,arconium
lemma/32104	77420(D17C4),77464(D17F0)	arreiragium,arreyragium
lemma/32597	72068(D06G0),78038(D19F1)	adsentia,assentia
lemma/33282	151476(D1CGH),150036(D1CHD)	auoio,auoyo
lemma/33415	79072(D1D9G),79079(D1DA9)	autentica,authentica
lemma/33426	149774(D1DAF),151771(D1DBG)	authorico,autorico
lemma/33442	79083(D1DAG),79096(D1DC1)	authorisabilis,autorisabilis
lemma/33540	73086(D0AD3),79201(D1E0C)	aisatus,aysatus
lemma/33545	73089(D0AD6),79206(D1E10)	aisitus,aysitus
lemma/33547	73091(D0AD8),79207(D1E12)	aissada,ayssada
lemma/33552	79212(D1E17),79213(D1E18)	azacatorium,azachatorium
lemma/33619	79289(D1E5G),79302(D1E6C)	babilonicum,babylonicum
lemma/33644	79335(D1E7D),79349(D1E8E)	baccalaria,bacchalaria
lemma/33656	79331(D1E81),79348(D1E8G)	baccalarius,bacchalarius
lemma/33657	79337(D1E83),79350(D1E8H)	baccania,bacchania
lemma/33658	79339(D1E89),79352(D1E90)	baccarium,baccharium
lemma/33683	79385(D1EAH),79399(D1EC1)	bachile,bacile
lemma/33836	79550(D1F34),79554(D1F3C),80780(D213E)	baillio,bailo,baylo
lemma/34105	79877(D1G47),79889(D1G4G)	banca,bancha
lemma/34122	79912(D1G62),79915(D1G65)	bandairagium,bandayragium
lemma/34185	147204(D1GAA),150539(D1GB4)	banneio,banneyo
lemma/34261	80072(D1GG5),80074(D1GG7)	baraca,baracha
lemma/34365	80206(D1H64),80210(D1H69)	barchonus,barconus
lemma/34369	80218(D1H6E),80225(D1H74)	bardaea,bardea
lemma/34466	80342(D1HD8),80344(D1HDA)	barracanus,barrachanus
lemma/34672	80580(D209C),80603(D20B1)	bataia,bataya
lemma/34678	80588(D20A2),80622(D20C2)	batalia,bathalia
lemma/34900	80836(D216H),80839(D2172)	beccarius,beccharius
lemma/35562	81588(D23F3),84110(D2C17)	binomius,bynomius
lemma/35624	81653(D240D),81658(D2410)	biscatia,bischatia
lemma/35758	81791(D249A),81800(D249H)	blanca,blancha
lemma/35759	81796(D249C),81801(D24A0)	blancardus,blanchardus
lemma/35873	81901(D24H2),81918(D24H9)	bloius,bloyus
lemma/35902	81940(D250D),81960(D251H)	boairia,boayria
lemma/35975	81982(D256E),82580(D274C)	bocius,botius
lemma/36387	82517(D26GD),82521(D26GH)	boscho,bosco
lemma/36398	82518(D26H5),82506(D26HD)	boschus,boscus
lemma/36516	82681(D2785),82683(D2787)	boucellus,bouchellus
lemma/36621	82153(D25D0),82793(D27EE)	boisseria,boysseria
lemma/36643	82825(D27G5),82857(D27HG)	bracae,brachae
lemma/36662	82852(D27HD),82863(D2807)	bracerium,bracherium
lemma/36664	82830(D27G8),82858(D27HH)	bracale,brachale
lemma/36669	82848(D27H9),82862(D2804)	bracellus,brachellus
lemma/36672	82853(D27HE),82866(D2808)	bracetus,brachetus
lemma/36709	82910(D2839),83104(D28F0)	braesium,bresium
lemma/36822	82936(D284H),83043(D28B6)	braida,brayda
lemma/37013	83254(D2963),83235(D2969)	brochus,brocus
lemma/37046	83300(D2988),83354(D29B9)	broilus,broylus
lemma/37238	83518(D2A2F),83533(D2A3C)	buccasinum,bucchasinum
lemma/37423	83759(D2AGC),83763(D2AGG)	burchia,burcia
lemma/37570	83944(D2B9B),83951(D2BA1)	busca,buscha
lemma/37583	83958(D2BA7),83960(D2BAA)	buschia,buscia
lemma/37641	84039(D2BEE),84060(D2BG5)	buthsecarla,butsecarla
lemma/37715	81761(D247F),84124(D2C24)	bizantia,byzantia
lemma/37844	84277(D2CB3),84385(D2CHE),87797(D3637),88439(D385B),88449(D3864)	cacea,caecia,cecia,chacea,chaecia
lemma/37856	84287(D2CBF),84260(D2CC4)	cachi,caci
lemma/37857	84291(D2CBG),84297(D2CC5)	cachia,cacia
lemma/37946	84407(D2D0H),88119(D373F)	caepia,cepia
lemma/37958	84422(D2D1G),88451(D3866)	cafagium,chafagium
lemma/37987	84457(D2D3F),87751(D360F)	caibola,caybola
lemma/37991	84461(D2D41),87754(D3610)	cairellus,cayrellus
lemma/38075	84595(D2DBF),84600(D2DC5),88463(D386H)	calceria,calcheria,chalceria
lemma/38082	84601(D2DC6),84604(D2DCA)	calchia,calcia
lemma/38151	84698(D2DHH),84723(D2E1D),88467(D3876)	calefagium,calfagium,chalfagium
lemma/38198	84753(D2E34),88470(D3879)	califa,chalifa
lemma/38203	84767(D2E42),84891(D2EBF)	calipha,calypha
lemma/38310	84736(D2E28),84890(D2EBE)	calibs,calybs
lemma/38323	84909(D2ECC),84993(D2F27)	camaeus,cameus
lemma/38383	84983(D2EGE),88493(D388D)	cambrerius,chambrerius
lemma/38794	85561(D2GE3),85601(D2GGE)	cantara,canthara
lemma/38821	85591(D2GG9),88535(D38B4)	canterium,chanterium
lemma/38840	85621(D2H01),88537(D38B6)	canto,chanto
lemma/38884	85665(D2H34),85779(D2H9F),88539(D38B9)	capa,capha,chapa
lemma/38986	85829(D2HCC),85830(D2HCD)	capischolia,capiscolia
lemma/39163	86127(D30C4),86152(D30E2)	capucius,caputius
lemma/39237	86229(D3106),88564(D38D4)	caraxator,charaxator
lemma/39257	86255(D311F),86273(D312H)	carcannum,carchannum
lemma/39341	86364(D318D),88590(D38EC)	cario,chario
lemma/39371	86403(D31B1),88600(D38F6)	caristeum,charisteum
lemma/39376	86409(D31B7),88602(D38F7)	caritaderius,charitaderius
lemma/39383	86430(D31CD),88606(D38FB)	caritosus,charitosus
lemma/39385	86433(D31CG),88607(D38FC)	cariuarium,chariuarium
lemma/39418	86445(D31F1),88608(D38FF)	carmus,charmus
lemma/39525	86607(D3259),88626(D38GC)	carragium,charragium
lemma/39534	86621(D3265),88628(D38GE)	carrata,charrata
lemma/39577	86637(D3293),88629(D38HA)	carreum,charreum
lemma/39581	86595(D324C),86674(D3297)	carra,carrha
lemma/39584	86681(D329B),86683(D329E)	carrica,carricha
lemma/39657	86776(D32FA),88659(D390D)	cartapacia,chartapacia
lemma/39677	86794(D32GD),86815(D32HH)	carteironum,carteyronum
lemma/39703	86826(D330C),88669(D3915)	carticinium,charticinium
lemma/39720	86848(D3321),88679(D391F)	cartulo,chartulo
lemma/39754	86898(D3348),88689(D3928)	casalamentum,chasalamentum
lemma/39769	86912(D3356),88690(D3929)	casamentum,chasamentum
lemma/39834	86992(D33A1),88699(D3931)	cassa,chassa
lemma/39839	87024(D33B1),88701(D3932)	cassamentum,chassamentum
lemma/39930	151775(D340H),151863(D3411)	casticho,castico
lemma/40019	87271(D3483),87373(D34E3)	catalettus,cathalettus
lemma/40080	87354(D34CH),87402(D34FG)	catenaticum,cathenaticum
lemma/40091	87230(D345H),87367(D34DF),88713(D393F)	cata,catha,chata
lemma/40109	87329(D34B9),87387(D34F1)	catechizari,cathecizari
lemma/40124	87363(D34DA),87406(D34G3)	catesamittum,cathesamittum
lemma/40130	147262(D34DE),152326(D34GA)	catezizo,cathezizo
lemma/40159	87426(D34HA),87450(D3512)	cathomus,catomus
lemma/40188	87494(D353A),88718(D3942)	caualcata,chaualcata
lemma/40228	87548(D3567),88730(D394E)	caucia,chaucia
lemma/40381	84462(D2D43),87757(D3614)	caironus,cayronus
lemma/40384	84126(D2D47),87747(D3618)	caium,cayum
lemma/40473	84398(D2D09),87879(D367E)	caelibatus,celibatus
lemma/40503	87880(D367G),87924(D36AC)	celidrus,celydrus
lemma/40571	88015(D36FD),88048(D36H8)	centa,centha
lemma/40621	88091(D3728),88787(D3982)	ceoca,cheoca
lemma/40622	88092(D3729),89590(D3C18),95143(D4CH3)	ceola,ciula,cyula
lemma/40651	88128(D3746),88791(D3987)	ceppus,cheppus
lemma/40655	84406(D2D12),88099(D374G)	caepum,cepum
lemma/40678	88170(D3770),88177(D3777)	cercho,cerco
lemma/40682	88172(D376H),88178(D3775)	cerca,cercha
lemma/40708	151348(D2D13),152426(D3798)	caeremonior,ceremonior
lemma/40806	88331(D37GD),88816(D399E)	ceruigium,cheruigium
lemma/40821	88347(D37HF),88823(D39A4)	cesia,chesia
lemma/40865	88403(D3834),88408(D383B)	cethoninum,cetoninum
lemma/40889	84168(D2C48),88430(D3850)	cabanaria,chabanaria
lemma/40892	84194(D2C62),88433(D3854)	cabentia,chabentia
lemma/40895	84229(D2C84),88435(D3857)	cabocellus,chabocellus
lemma/40898	84282(D2CB8),84290(D2CBE),88441(D385D)	caceria,cacheria,chaceria
lemma/40910	84274(D2CAF),84435(D2D2A),88437(D3859),88455(D386A)	cacanus,caganus,chacanus,chaganus
lemma/40913	84517(D2D74),88459(D386E)	calannus,chalannus
lemma/40921	84731(D2E23),88469(D3878)	calia,chalia
lemma/40922	84811(D2E71),88471(D387A)	calma,chalma
lemma/40938	84949(D2EEB),88489(D3889)	cambellanus,chambellanus
lemma/40943	85005(D2EHG),88495(D388F)	camelotum,chamelotum
lemma/40947	85073(D2F3C),88501(D3892)	caminerius,chaminerius
lemma/40958	85134(D2F74),88510(D389E)	camperius,champerius
lemma/40993	86140(D30CD),88553(D38C7)	capularium,chapularium
lemma/40996	150345(D30F8),152312(D38CE)	caracterizo,characterizo
lemma/40998	86191(D30FH),88561(D38D0)	caragma,charagma
lemma/41014	86360(D3184),88578(D38E2)	cargatorium,chargatorium
lemma/41017	86362(D3186),88581(D38E5)	cargia,chargia
lemma/41030	86425(D31C9),88604(D38F9)	caritatiuus,charitatiuus
lemma/41034	86481(D31F6),88611(D38FG)	carnagium,charnagium
lemma/41039	86515(D31H5),88617(D38G3)	carneria,charneria
lemma/41040	86512(D31H8),88615(D38G4)	carnerium,charnerium
lemma/41053	86345(D3173),86664(D328C),88569(D38DA),88633(D38H1)	careria,carreria,chareria,charreria
lemma/41061	86675(D3298),88641(D38HC)	carriagium,charriagium
lemma/41068	86717(D32BG),88648(D3901)	carruagium,charruagium
lemma/41076	86801(D32H0),88664(D3910)	cartellarii,chartellarii
lemma/41078	86804(D32HD),88665(D3912)	carterius,charterius
lemma/41095	86955(D337G),88695(D392E)	casellum,chasellum
lemma/41098	86977(D3395),88697(D392H)	caslania,chaslania
lemma/41106	87171(D3424),88709(D393B)	casto,chasto
lemma/41109	87425(D34H7),88716(D393H)	cathologus,chatologus
lemma/41111	87484(D352H),88717(D3941)	cauagium,chauagium
